"","promoter_tssName","promoter_seqnames","promoter_start","promoter_end","promoter_width","promoter_strand","promoter_name","hg19_seqnames","hg19_start","hg19_end","hg19_width","hg19_strand","hg19_tx_name","hg19_gene","chrom","start","end","strand","gene","promoter_fullname"
"1","chr1_42929498_42929499","chr1",42928498,42930498,2001,"+","chr1.42928498.42930498","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42929498,42929499,"+","SLC2A1","chr1_42929498_42929499_SLC2A1"
"2","chr1_42929927_42929928","chr1",42928927,42930927,2001,"+","chr1.42928927.42930927","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42929927,42929928,"+","SLC2A1","chr1_42929927_42929928_SLC2A1"
"3","chr1_42931768_42931769","chr1",42930768,42932768,2001,"+","chr1.42930768.42932768","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42931768,42931769,"+","SLC2A1","chr1_42931768_42931769_SLC2A1"
"4","chr1_42943237_42943238","chr1",42942237,42944237,2001,"+","chr1.42942237.42944237","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42943237,42943238,"+","SLC2A1","chr1_42943237_42943238_SLC2A1"
"5","chr1_42952015_42952016","chr1",42951015,42953015,2001,"+","chr1.42951015.42953015","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42952015,42952016,"+","SLC2A1","chr1_42952015_42952016_SLC2A1"
"6","chr1_42958673_42958674","chr1",42957673,42959673,2001,"+","chr1.42957673.42959673","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958673,42958674,"+","SLC2A1","chr1_42958673_42958674_SLC2A1"
"7","chr1_42958835_42958836","chr1",42957835,42959835,2001,"+","chr1.42957835.42959835","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958835,42958836,"+","SLC2A1","chr1_42958835_42958836_SLC2A1"
"8","chr1_42958847_42958848","chr1",42957847,42959847,2001,"+","chr1.42957847.42959847","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958847,42958848,"+","SLC2A1","chr1_42958847_42958848_SLC2A1"
"9","chr1_42958858_42958859","chr1",42957858,42959858,2001,"+","chr1.42957858.42959858","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958858,42958859,"+","SLC2A1","chr1_42958858_42958859_SLC2A1"
"10","chr1_42958864_42958865","chr1",42957864,42959864,2001,"+","chr1.42957864.42959864","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958864,42958865,"+","SLC2A1","chr1_42958864_42958865_SLC2A1"
"11","chr1_42958865_42958866","chr1",42957865,42959865,2001,"+","chr1.42957865.42959865","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958865,42958866,"+","SLC2A1","chr1_42958865_42958866_SLC2A1"
"12","chr1_42958867_42958868","chr1",42957867,42959867,2001,"+","chr1.42957867.42959867","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958867,42958868,"+","SLC2A1","chr1_42958867_42958868_SLC2A1"
"13","chr1_42958870_42958871","chr1",42957870,42959870,2001,"+","chr1.42957870.42959870","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958870,42958871,"+","SLC2A1","chr1_42958870_42958871_SLC2A1"
"14","chr1_42958871_42958872","chr1",42957871,42959871,2001,"+","chr1.42957871.42959871","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958871,42958872,"+","SLC2A1","chr1_42958871_42958872_SLC2A1"
"15","chr1_42958892_42958893","chr1",42957892,42959892,2001,"+","chr1.42957892.42959892","chr1",42921777,43122861,201085,"+","NM_001355226.2","CCDC30","chr1",42958892,42958893,"+","SLC2A1","chr1_42958892_42958893_SLC2A1"
"16","chr12_25225772_25225773","chr12",25224772,25226772,2001,"+","chr12.25224772.25226772","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25225772,25225773,"+","KRAS","chr12_25225772_25225773_KRAS"
"17","chr12_25227996_25227997","chr12",25226996,25228996,2001,"+","chr12.25226996.25228996","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25227996,25227997,"+","KRAS","chr12_25227996_25227997_KRAS"
"18","chr12_25245584_25245585","chr12",25244584,25246584,2001,"+","chr12.25244584.25246584","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25245584,25245585,"+","KRAS","chr12_25245584_25245585_KRAS"
"19","chr12_25250443_25250444","chr12",25249443,25251443,2001,"+","chr12.25249443.25251443","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250443,25250444,"+","KRAS","chr12_25250443_25250444_KRAS"
"20","chr12_25250898_25250899","chr12",25249898,25251898,2001,"+","chr12.25249898.25251898","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250898,25250899,"+","KRAS","chr12_25250898_25250899_KRAS"
"21","chr12_25250907_25250908","chr12",25249907,25251907,2001,"+","chr12.25249907.25251907","chr12",25150508,25261269,110762,"+","NM_001394803.1","IRAG2","chr12",25250907,25250908,"+","KRAS","chr12_25250907_25250908_KRAS"
